,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,part_time_beds,tag,index_right,GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,geometry,str_geometry
5377,4224562598,node,15.0,,pharmacy,,Quezon Avenue,,,58667431.0,,,,3546c71b6c1b473faf562796988fa024,,Mo-Su 07:00-22:00,,,,,2.0,,2018-05-04T05:18:58,,,,Mercury Drug,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0106994827797 14.6256005756932),
5381,1841270265,node,15.0,,pharmacy,,Blumenttritt,,,18343271.0,,,,46d75f117dec4216a2d80a746c3c4391,,,,,,,2.0,,2013-10-14T04:53:26,,,Manila,Mercury Drug,,Rally,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9870567323172 14.62543805059067),
5414,678390780,node,12.0,,pharmacy,,,,,86331991.0,,,,bf0ed0d7b4084aa28ed8e8dda973fc69,,,,,,,3.0,,2020-06-08T05:58:44,,,,Generika Drugstore,,mipangan,,,,yes,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0190883429328 14.65573494252553),
5426,3639340300,node,9.0,,pharmacy,,,,,86332229.0,,,,c96c1db9082240dd874040b6b4393703,,,,,,,3.0,,2020-06-08T06:03:19,,,,RSS Drug & General Merchandise,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0042284858916 14.62779998708595),
5451,6278225485,node,9.0,,doctors,,,,,67188156.0,,,,e836cea193e140b09986851e4faed4ef,,,,,,,1.0,,2019-02-14T09:59:54,,,,Central View Medical Center,,JulesGreg,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0885747393364 14.69657735830009),
5500,7123658486,node,21.0,,,blood_check,,Sto. Domingo Diagnostic and Medical Center Corp.,,86332902.0,,,+632 3818435; +632 7408362,db4eb13e63c547839d232cf45889feb4,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,,,4.0,,2020-06-08T06:15:37,,,,,,mipangan,,,,,laboratory,private,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0119057224654 14.62736806761541),
5524,7785286853,node,12.0,,doctors,,,Dr. Enrico Valera,,88948893.0,,,,0b915b93200749169de9ec2bafb64f3e,,,,,,,2.0,,2020-08-04T21:25:54,,,,,,mapbeks,,,,,doctor,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0229433478404 14.62256289016409),
5558,957179343,node,15.0,,pharmacy,,P. Tuazon Boulevard,,,57499957.0,,,,7110f8eb02614340965c8a29cfb94438,,Mo-Su 07:00-22:00,,,,,6.0,,2018-03-25T04:18:32,,,,Mercury Drug,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.058030832715 14.61929696541156),
5576,1648499075,node,9.0,,clinic,,,,,89142648.0,,,,2149431184a64c31a0de9c6e323f14ae,,,,,,,3.0,,2020-08-09T03:11:23,,,,Asia Renal Care,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0225607977795 14.65758508001304),
5654,5542593122,node,12.0,,pharmacy,,,,,96942921.0,,,,8b6fcad9ea274c168b8d4a62324c2afc,,,,,,,2.0,,2021-01-05T03:31:23,,,,Euricare,,mapbeks,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0556807985223 14.70805939218135),
5660,6351453989,node,9.0,,hospital,,,,,68360224.0,,,,a8f781db736b4c0b9856500888914bd2,,,,,,,1.0,,2019-03-21T04:04:23,,,,St. Andrew Drug Screening & Neuro Psyco Testing Center,,NoyAsgar,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0525777341484 14.61052798594949),
5679,7328659787,node,12.0,,pharmacy,,,,,86332960.0,,,,5dfec8e507d948ef81f9012b9a50b509,,,,,,,2.0,,2020-06-08T06:15:48,,,,Watsons,,mipangan,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0426459332591 14.66628365148844),
5680,4424327489,node,9.0,,pharmacy,,,,,42530218.0,,,,5cd10c273ffe4a0fbbfc78745f5e232c,,,,,,,1.0,,2016-09-29T21:58:34,,,,Lagro Pharmacy,,Arcee Franco,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0671021474246 14.72661089083724),
5705,4351593528,node,15.0,,clinic,,N. Roxas,,,86332297.0,,,,62fc503ca05e4e4580cab937ecee772f,,,,,,,2.0,,2020-06-08T06:04:53,70,,,HQ,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0045706351792 14.62662828084132),
5709,7444080260,node,15.0,,clinic,,Xavierville Avenue,,,85064645.0,,,,b49eb0ec4a504013a154d043311051da,,,,,,,2.0,no,2020-05-12T06:37:18,,,,Dentista Clinica,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0727667214082 14.6340975623973),
5710,4688515491,node,9.0,,pharmacy,,,,,46132899.0,,,,15af979eef7c4e248cae14166350820b,,,,,,,1.0,,2017-02-16T10:19:12,,,,M. Peralta,,Kingcute,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.010531425621 14.61207042377148),
5732,7128774885,node,12.0,,clinic,,,,,86332902.0,,,,9e12ea9be5b34420b158d6fe261e1bec,,,,,,,2.0,,2020-06-08T06:15:37,,,,Sto. Domingo Diagnostic and Medical Center Corp.,,mipangan,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0119162836634 14.627390782573),
5782,1118230494,node,12.0,,pharmacy,,,,,86331991.0,,,,e2aa2b52797440748ae6ad08437aef6f,,,,,,,3.0,,2020-06-08T05:58:49,,,,TGP,,mipangan,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0261535329368 14.6598358724722),
5806,4314301290,node,21.0,,dentist,,Katipunan Avenue,,,86488116.0,,,,fbf8c71c9aca42e0a42772982f8bf18f,,"Mo-We, Fr-Sa 10:00-17:00",,,,,4.0,,2020-06-11T01:26:36,337,1105,,S-A DENTAL CLINIC,,Enteng Siaga,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.074419381257 14.64334305305476),
5819,7039962785,node,15.0,,,blood_check,,Chinese General Hospital and Medical Center,,79518780.0,,,+632 7114141 loc 369 to 370,7151fcbdcc1f442b88e1084deab9fcfa,,,,,,,3.0,,2020-01-13T13:38:35,,,,,,GrabPHMikko,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9882178773638 14.62540284659735),
5826,7328713486,node,18.0,,,,Mindanao Avenue,,,86332960.0,,,(02) 7901 3668,7ca7f9884c7d4637be133d639808d2c6,,07:00 - 19:00,,,,,2.0,,2020-06-08T06:15:48,,,,The Medical City Clinic,,mipangan,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0343209432081 14.65321743790736),
5841,1304893993,node,12.0,,pharmacy,,,,,55203949.0,,,,94b693aeaf4148599587c73abde6fee3,,Mo-Su 07:00-22:00,,,,,3.0,,2018-01-06T06:33:22,,,,Mercury Drug,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0142424294321 14.61829147230688),
5942,2546633649,node,15.0,,pharmacy,,Matalino,,,84818160.0,,,,133b8ea22017409facb7dc556fd42bac,,,,,,,5.0,,2020-05-07T08:52:57,,,,TGP,,GOwin,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0521182382165 14.64498523552453),
5959,1653991576,node,6.0,,pharmacy,,,,,10834633.0,,,,1a08896095454c5981118adaa213f0df,,,,,,,1.0,,2012-03-01T06:11:07,,,,,,Michael Fast,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0490410739234 14.67362485756391),
5961,7409777485,node,12.0,,pharmacy,,,,,93870248.0,,,,f247724bb2944d8188f5d1afe93525fb,,,,,,,3.0,,2020-11-10T15:15:19,,,,Mercury Drug,,wille,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0234862437089 14.63517656479283),
5998,4511717891,node,25.0,,pharmacy,,Road 1,isna,,86332297.0,,,,48c73b8cf39e403a8a3318ca229eef84,,Mo-Fr 08:00-17:30,,,,,2.0,,2020-06-08T06:05:04,51,1100,,West Wing Pharma Inc.,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0340663848087 14.65745759126574),
6018,4533202690,node,21.0,,dentist,,Aurora Blvd. cor. 20th Avenue,,,66591998.0,,,,86dff6036e4a472d9c5b319bc8013e5e,,Mo-Sa 09:00-21:00; Su 12:00-18:00,,,,,3.0,,2019-01-24T07:06:45,932,1109,,Ohana Dentistry,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0603948646861 14.62628596391571),
6027,7328508988,node,15.0,,pharmacy,,Matalino Street,,,82611272.0,,,,ec31b188f31048e98282b64950141bc5,,,,,,,1.0,,2020-03-25T12:39:32,,,,Watsons,,Poleen Tolentino,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0491833986393 14.64457502518323),
6109,4976188768,node,18.0,,pharmacy,,Kamuning Road,,,84102939.0,,,,161ebf0a13904af29bed31fc39ed04ae,,,,,,,4.0,,2020-04-25T12:16:18,,,"Kamuning, Quezon City",TGP,,dstansby,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0351809264737 14.62781314667393),
6129,3309207661,node,12.0,,dentist,,,,,86332148.0,,,,c019751b5b4d45039e65529f3e134202,,"Mo,We,Fr,Sa 09:00-19:00",,,,,2.0,,2020-06-08T06:02:02,,,,Dental Options,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0270770510285 14.65571482595792),
6140,2166689636,node,12.0,,pharmacy,,Santolan Road,,,20763916.0,,,,e00295d3e31f4a628aa9c7bbba7c6ed0,,,,,,,2.0,,2014-02-25T05:26:04,,,,Melvi Pharmacy,,jmbangate,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0523578768282 14.61037199873144),
6176,5045391444,node,18.0,,clinic,,Scout Rallos,,,51265289.0,,,,b3b0a8e40f4541b593411837abe79b01,,,,,,,1.0,,2017-08-19T21:04:19,,1103,Quezon City,Skin Optima,,SEASALT,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0385014174159 14.63343405094207),
6200,7129231085,node,28.0,,clinic,,Doña Isaura,,,82315537.0,,,+63998 5734877,c918b000b6b446a98d05aa2208df18a3,,,,,,,2.0,,2020-03-17T19:02:39,8,,Quezon City,A. J. Maximo Social Hygiene Clinic,,mapbeks,,,,,clinic,government,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0366630984119 14.72070039181443),
6206,7123670485,node,18.0,,,blood_check,,"St. Magdalene Diagnostic Clinic, Inc.",,79522962.0,,,+632 4401546;+632 9139856;+632 4388515,b9fee4157a484e7396b99a585857bd6e,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,,,3.0,,2020-01-13T15:43:55,,,,,,mapbeks,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.062716148951 14.62091618146664),
6242,3638341022,node,18.0,,clinic,,Banawe Street,,,88807174.0,,,,07f9014b871f4046b71e83852efe4709,,,,,,,4.0,,2020-08-01T05:58:55,662,,Quezon City,CAH Medical Clinic,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0016972349523 14.63340379227162),
6298,4545731990,node,9.0,,pharmacy,,,,,44271464.0,,,,a2dac2c55e8b462da2cd734701921796,,,,,,,1.0,,2016-12-09T02:03:17,,,,MNV Drugmart,,icnovaro,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0660292638183 14.62754668597202),
6302,7328556685,node,12.0,,clinic,,,,,82611502.0,,,,eb35488fd5c8417090bd418eb69fde58,,,,,,,3.0,,2020-03-25T13:13:59,,,,Minute Healcare,,bisaykid,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0362691489627 14.638129928376),
6324,255066513,node,18.0,,hospital,,,,,86664138.0,,,,bc1a1af36b494c14a2b322a56d804cb6,,,,jklinc,,,4.0,,2020-06-15T10:36:03,,1400,Kalookan,Fairview Polymedic Hospital,,jmres,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0425099787896 14.72937096773325),
6339,1627781284,node,18.0,,clinic,,Scout Rallos,,,10649288.0,,,,ac5547fef5b64e75a64ae5c294ee6b06,,,,,,,1.0,,2012-02-11T03:26:59,69,,Quezon City,The Zen Insitute Medical Spa,,seav,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0361416602155 14.63395582441464),
6341,4169052107,node,18.0,,dentist,,Liberty Avenue,,,39136873.0,,,,c326068a05834aea81e746f2115c8c9e,,,,,,,1.0,,2016-05-06T07:27:30,,1109,Quezon City,Miles for Smiles Dental Health Care Service,,t3kn01s3,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0587821865155 14.61366985853505),
6343,6266178685,node,9.0,,pharmacy,,,,,67028657.0,,,,384aec7c7f07465f8caf8cee4b57d333,,,,,,,1.0,,2019-02-08T15:30:31,,,,Botika ng Bayan,,JulesGreg,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0888663457478 14.6967683818734),
6403,7512898389,node,15.0,,pharmacy,,Pedro Tuazon Boulevard,,,85113053.0,,,,30af37da09a34dcaa9bf441c3e43211b,,,,,,,1.0,,2020-05-13T02:55:47,,,,Mercury Drug,,GOwin,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0646155720291 14.62163895297729),
6422,7039957486,node,18.0,,,blood_check,,Quirino Memorial Medical Center,,78890493.0,,,+6324212250/55,656b2b7aab1e4d029c1e75fd0037ac9d,,,,,,,2.0,,2019-12-26T16:47:48,,,,,,user_5359,,,,,laboratory,government,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0726269950824 14.62268819961653),
6458,664509948,node,9.0,,pharmacy,,,,,4106415.0,,,,9b86175b86be4ac98726b5be78d90d19,,,,,,,1.0,,2010-03-12T13:49:44,,,,Watsons,,suunto,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0193189290891 14.62151163186806),
6461,1884931973,node,21.0,,pharmacy,,Sen. Jose O. Vera,,,79533472.0,,,,b67312ce555b4f34b19eed460a4ad103,,,,,,,4.0,,2020-01-13T21:13:30,2,,Quezon City,TGP,,Zassenhaus,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0373774880194 14.61048624407169),
6484,4893104021,node,9.0,,clinic,,,,,86332372.0,,,,6edce3bd2e8047a1b73ce72e2f7cc279,,,,,,,2.0,,2020-06-08T06:05:18,,,,Recina Derm,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0216922649727 14.66547915642184),
6496,1586543938,node,9.0,,pharmacy,,,,,10366752.0,,,,7221942bc3494241a0c44df8a003de9b,,,,,,,1.0,,2012-01-12T05:46:52,,,,Vet Specialists,,backpacking philippines,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0373094269656 14.60890659059962),
6501,7092918086,node,18.0,,pharmacy,,One Felicity Place Commonwealth Avenue,,,82558084.0,,,,27395021fc904649a3c903ae5c774d3f,,,,,,,2.0,,2020-03-24T08:00:38,,,Quezon City,Mercury Drug,,Cdfeliciano,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0824288764725 14.67768178251893),
6506,7328683486,node,18.0,,,,EDSA,,,86332960.0,,,(02) 8352 4676,d3d88eb8c3724db19679a8cf9ac2fc4f,,07:00 - 17:00,,,,,2.0,,2020-06-08T06:15:48,,,,Aventus Medical Care Inc.,,mipangan,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0276905225218 14.6565480709524),
6515,4574914792,node,21.0,,pharmacy,,Aurora Boulevard,,,47088954.0,,,,d90e31fe3f1c46ce9f0d13348474d657,,,,,,,2.0,,2017-03-23T08:18:06,681,1112,Quezon City,Gamot Publiko,,ianlopez1115,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0332845208807 14.61329527128223),
6530,4250371288,node,9.0,,pharmacy,,,,,40115055.0,,,,afbdcf80b3234c1c8de1cae1b5ddb212,,,,,,,1.0,,2016-06-18T12:42:01,,,,Mercury Drug,,G-eMapper,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0369307325802 14.72205197370116),
6553,5085488325,node,21.0,,clinic,,Scout Rallos,,,68711846.0,,,,3bc0d7df63b04f8f8e38b58a91846984,,24/7,,,,,2.0,,2019-03-30T23:14:29,105,1103,,Life Change Recovery Center,,b-jazz-bot,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0402620361775 14.63316298019345),
6602,4574916391,node,9.0,,pharmacy,,,,,44703637.0,,,,218ed74dbd8b4266b107400a705ff2d4,,,,,,,1.0,,2016-12-27T11:18:04,,,,Ecila,,Kingcute,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0541549568686 14.64001024071493),
6603,4527736196,node,6.0,,pharmacy,,,,,44026630.0,,,,54e4d65806074b52beed4e123d1b6059,,,,,,,1.0,,2016-11-29T06:46:46,,,,,,Bobby Montefalco,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0629348328048 14.61650428291222),
6613,5673006245,node,34.0,,hospital,,E. Rodriguez Sr. Avenue,,,83607297.0,,,+632 87897700;+63949 8817626,5829b048390e4c1ebbb11a4c17829700,,24/7,,,,,6.0,,2020-04-15T18:41:45,278,1112,Quezon City,St. Luke's Medical Center,,user_5359,,,,,hospital,private,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0231955593069 14.62260303948031),
6632,421978853,node,9.0,,pharmacy,,,,,12397818.0,,,,775e59e4fe8444a196d23a6efcb25df0,,,,,,,4.0,,2012-07-21T01:16:42,,,,Mercury Drug,,OSMF Redaction Account,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0640245640363 14.62128749977722),
6652,1255073134,node,18.0,,clinic,,West Avenue,,,86331991.0,,,,69126f273c36484eafe1c9167840c7c1,,,,,,,2.0,,2020-06-08T05:58:57,88,,Quezon City,InterMed Healtcare,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0283431375028 14.64692095224342),
6667,1261813633,node,18.0,,pharmacy,,Commonwealth Avenue,,,84817705.0,,,,3a9e6068df0e4437bed03e60b93a9c49,,24/7,,,,,7.0,,2020-05-07T08:46:30,,,,Mercury Drug,,GOwin,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0531721787215 14.65337292221125),
6787,7328467386,node,15.0,,,,112 Kalayaan Avenue,,,82611272.0,,,+63 (2) 3 433 0037,3ad07f10f4e14882aa8b03f39e1a3e2d,,,,,,,1.0,,2020-03-25T12:25:34,,,,Heart and Lungs Diagnostic Center,,Poleen Tolentino,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0537983907076 14.64462372404066),
6788,4269953095,node,9.0,,pharmacy,,,,,86332229.0,,,,9f313ee83b754d2fb9f5629916bcad7a,,,,,,,2.0,,2020-06-08T06:03:29,,,,Mercury Drug,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9981830382278 14.63100916635398),
6805,5625878632,node,18.0,,pharmacy,,EDSA,,,61004637.0,,,,5854f6c78e5147a9bb10ae800aa6f556,,,,,,,2.0,,2018-07-24T04:04:29,,1110,Quezon City,Mercury Drug,,Humus015,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0591327177062 14.59211302849633),
6882,4753136323,node,9.0,,pharmacy,,,,,47128161.0,,,,6cbe512c973541b0bf48052b9ae00f2e,,,,,,,1.0,,2017-03-24T15:53:41,,,,cgn,,Kingcute,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0364485216907 14.6724053744712),
6884,7328766787,node,9.0,,,,,,,82611502.0,,,,72a74e7d8860494e9bd2da8b1541e6bc,,,,,,,1.0,,2020-03-25T13:22:57,,,,The Medical City,,bisaykid,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0345600789057 14.63486911658441),
